sample_class	process_or_mode	campaign	definition_line	source_archive_path	source_member_name	source_line	status
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define j = p	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generate p p > t~ w+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	73	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	74	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	75	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	76	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	77	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	78	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	79	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	80	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define j = p	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	81	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	82	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generate p p > t~ w+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	83	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY   6 1.320000e+00 # WT	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	330	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  23 2.495200e+00 # WZ	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	331	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  24 2.085000e+00 # WW	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	332	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  25 6.382339e-03 # WH	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	333	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  1 0.000000e+00 # d : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	339	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  2 0.000000e+00 # u : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	340	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  3 0.000000e+00 # s : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	341	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  4 0.000000e+00 # c : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	342	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  5 0.000000e+00 # b : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	343	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  11 0.000000e+00 # e- : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	344	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  12 0.000000e+00 # ve : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	345	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  13 0.000000e+00 # mu- : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	346	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  14 0.000000e+00 # vm : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	347	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  15 0.000000e+00 # ta- : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	348	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  16 0.000000e+00 # vt : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	349	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  21 0.000000e+00 # g : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	350	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	DECAY  22 0.000000e+00 # a : 0.0	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	351	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define j = p	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generate p p > t~ w+	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	73	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	74	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	75	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	76	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	77	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	78	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	79	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	80	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define j = p	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	81	parsed_definition_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	82	parsed_definition_candidate
